symbol	locusID	known_TFs	predicted_TFs	kinase	chromotin	RNAbinding	coregulator	NA_binding	DNAreplication	Mito	others	Removal	Pfam_domains	go_desciption	ensembl_description																																					
ANXA5	308	0	0	0	0	0	0	0	0	1	0	0	Annexin	"negative regulation of coagulation,blood coagulation,signal transduction,anti-apoptosis,cytoplasm,intracellular,calcium-dependent phospholipid binding,protein binding,calcium ion binding,phospholipase inhibitor activity,"	Annexin A5 (Annexin-5) (Annexin V) (Lipocortin V) (Endonexin II) (Calphobindin I) (CBP-I) (Placental anticoagulant protein I) (PAP-I) (PP4) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC- alpha) (Anchorin CII). [Source:Uniprot/SWISSPROT;Acc:P08758]																																					
ANXA6	309	0	0	0	0	0	0	0	0	1	0	0	Annexin	"negative regulation of coagulation,cytoskeletal protein binding,calcium-dependent phospholipid binding,protein binding,calcium ion binding,phospholipase inhibitor activity,"	Annexin A6 (Annexin-6) (Annexin VI) (Lipocortin VI) (P68) (P70) (Protein III) (Chromobindin-20) (67 kDa calelectrin) (Calphobindin-II) (CPB-II). [Source:Uniprot/SWISSPROT;Acc:P08133]																																					
ANXA11	311	0	0	0	0	0	0	0	0	1	0	0	Annexin	"negative regulation of coagulation,immune response,cytoplasm,nucleoplasm,nuclear envelope,nucleus,calcium-dependent phospholipid binding,protein binding,calcium ion binding,phospholipase inhibitor activity,"	Annexin A11 (Annexin-11) (Annexin XI) (Calcyclin-associated annexin 50) (CAP-50) (56 kDa autoantigen). [Source:Uniprot/SWISSPROT;Acc:P50995]																																					
APBB1	322	0	0	0	0	0	1	0	0	0	0	0	WW;PID	"negative regulation of thymidylate synthase biosynthetic process,positive regulation of transcription from RNA polymerase II promoter,negative regulation of S phase of mitotic cell cycle,regulation of transcription,extracellular matrix organization and biogenesis,visual learning,transcription factor binding,axon guidance,nucleus,neuron migration,negative regulation of thymidylate synthase biosynthetic process,negative regulation of S phase of mitotic cell cycle,regulation of transcription,synapse,growth cone,negative regulation of cell growth,lamellipodium,transcription factor binding,axonogenesis,signal transduction,cell cycle arrest,nucleus,beta-amyloid binding,protein binding,"	Amyloid beta A4 precursor protein-binding family B member 1 (Fe65 protein). [Source:Uniprot/SWISSPROT;Acc:O00213]																																					
APCS	325	0	0	0	0	0	0	0	0	1	0	0	Pentaxin	"chaperone-mediated protein complex assembly,unfolded protein binding,acute-phase response,protein folding,extracellular space,extracellular region,sugar binding,calcium ion binding,"	Serum amyloid P-component precursor (SAP) (9.5S alpha-1-glycoprotein) [Contains: Serum amyloid P-component(1-203)]. [Source:Uniprot/SWISSPROT;Acc:P02743]																																					
AIRE	326	1	0	0	0	0	0	0	0	0	0	0	Sp100;SAND;PHD	"metal ion binding,translation regulator activity,zinc ion binding,humoral immune response,regulation of transcription, DNA-dependent,transcription,cytoplasm,nucleus,protein binding,binding,transcription factor activity,DNA binding,"	Autoimmune regulator (Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy protein) (APECED protein). [Source:Uniprot/SWISSPROT;Acc:O43918]																																					
APEX1	328	0	0	0	0	0	0	1	0	0	0	1	Exo_endo_phos	"regulation of DNA binding,perinuclear region of cytoplasm,regulation of cell redox homeostasis,lyase activity,oxidoreductase activity,3'-5' exonuclease activity,transcription from RNA polymerase II promoter,base-excision repair,DNA repair,ribosome,endoplasmic reticulum,cytoplasm,nucleus,intracellular,protein binding,uracil DNA N-glycosylase activity,phosphodiesterase I activity,ribonuclease H activity,endodeoxyribonuclease activity,endonuclease activity,nuclease activity,DNA-(apurinic or apyrimidinic site) lyase activity,transcription corepressor activity,transcription coactivator activity,DNA binding,magnesium ion binding,"	DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18) (AP endonuclease 1) (APEX nuclease) (APEN) (Protein REF-1). [Source:Uniprot/SWISSPROT;Acc:P27695]																																					
APLP2	334	1	0	0	0	0	0	0	0	0	0	0	Kunitz_BPTI;A4_EXTRA	"response to freezing,ice binding,homoiothermy,integral to membrane,membrane,G-protein coupled receptor protein signaling pathway,nucleus,protein binding,binding,serine-type endopeptidase inhibitor activity,DNA binding,"	Amyloid-like protein 2 precursor (Amyloid protein homolog) (APPH) (CDEI box-binding protein) (CDEBP). [Source:Uniprot/SWISSPROT;Acc:Q06481]																																					
APOA1	335	0	0	0	0	0	0	0	0	1	0	0	Apolipoprotein	"lipoprotein metabolic process,cholesterol transport,regulation of cholesterol absorption,lipid binding,cholesterol metabolic process,steroid metabolic process,high-density lipoprotein binding,circulation,lipid transport,lipid metabolic process,extracellular space,extracellular region,protein binding,lipid transporter activity,"	Apolipoprotein A-I precursor (Apo-AI) (ApoA-I) [Contains: Apolipoprotein A-I(1-242)]. [Source:Uniprot/SWISSPROT;Acc:P02647]																																					
APOBEC1	339	0	0	0	0	1	0	0	0	0	0	0	APOBEC_N;APOBEC_C	"metal ion binding,lipoprotein metabolic process,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines,hydrolase activity,mRNA modification,cytidine to uridine editing,zinc ion binding,lipid metabolic process,mRNA processing,protein binding,cytidine deaminase activity,RNA binding,"	C->U-editing enzyme APOBEC-1 (EC 3.5.4.-) (Apolipoprotein B mRNA- editing enzyme 1) (HEPR). [Source:Uniprot/SWISSPROT;Acc:P41238]																																					
APOH	350	0	0	0	0	0	0	0	0	1	0	0	Sushi_2;Sushi	"regulation of blood coagulation,membrane,heparin binding,cell adhesion,defense response,extracellular region,lipid transporter activity,"	Beta-2-glycoprotein 1 precursor (Beta-2-glycoprotein I) (Apolipoprotein H) (Apo-H) (B2GPI) (Beta(2)GPI) (Activated protein C- binding protein) (APC inhibitor) (Anticardiolipin cofactor). [Source:Uniprot/SWISSPROT;Acc:P02749]																																					
FAS	355	0	0	0	0	0	0	0	0	0	1	0	TNFR_c6;Death	",signal transduction,regulation of apoptosis,identical protein binding,integral to membrane,membrane,signal transduction,immune response,induction of apoptosis,anti-apoptosis,apoptosis,protein complex assembly,cytosol,soluble fraction,protein binding,transmembrane receptor activity,receptor activity,"	Tumor necrosis factor receptor superfamily member 6 precursor (FASLG receptor) (Apoptosis-mediating surface antigen FAS) (Apo-1 antigen) (CD95 antigen). [Source:Uniprot/SWISSPROT;Acc:P25445]																																					
ARAF	369	0	0	1	0	0	0	0	0	0	0	0	RBD;Pkinase_Tyr;Pkinase;C1_1	"metal ion binding,diacylglycerol binding,transferase activity,zinc ion binding,intracellular signaling cascade,signal transduction,protein amino acid phosphorylation,protein modification process,cellular_component,ATP binding,protein binding,receptor signaling protein activity,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	A-Raf proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (A- raf-1) (Proto-oncogene Pks). [Source:Uniprot/SWISSPROT;Acc:P10398]																																					
TRIM23	373	0	0	0	0	0	0	1	0	0	0	0	zf-C3HC4;zf-B_box;Ras;Miro;Arf	"metal ion binding,GDP binding,protein ubiquitination,membrane,enzyme activator activity,Golgi apparatus,lysosomal membrane,cytoplasm,nucleus,GTP binding,ubiquitin-protein ligase activity,GTPase activity,nucleotide binding,Golgi membrane,protein transport,zinc ion binding,small GTPase mediated signal transduction,intracellular protein transport,intracellular,GTP binding,protein binding,nucleic acid binding,"	GTP-binding protein ARD-1 (ADP-ribosylation factor domain protein 1) (Tripartite motif-containing protein 23) (RING finger protein 46). [Source:Uniprot/SWISSPROT;Acc:P36406]																																					
ARG2	384	0	0	0	0	0	0	0	0	1	0	0	Arginase	"negative regulation of nitric-oxide synthase activity,nitric-oxide synthase binding,metal ion binding,regulation of nitric oxide biosynthetic process,manganese ion binding,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines,hydrolase activity,striated muscle contraction,nitric oxide biosynthetic process,arginine catabolic process,mitochondrion,mitochondrion,protein binding,arginase activity,urea cycle,"	"Arginase-2, mitochondrial precursor (EC 3.5.3.1) (Arginase II) (Non- hepatic arginase) (Kidney-type arginase). [Source:Uniprot/SWISSPROT;Acc:P78540]"																																					
ARHGDIB	397	0	0	0	0	0	0	0	0	1	0	0	Rho_GDI	"actin cytoskeleton organization and biogenesis,cytoplasmic membrane-bound vesicle,multicellular organismal development,Rho protein signal transduction,negative regulation of cell adhesion,immune response,cell motility,cytoskeleton,cytoplasm,protein binding,GTPase activator activity,Rho GDP-dissociation inhibitor activity,"	Rho GDP-dissociation inhibitor 2 (Rho GDI 2) (Rho-GDI beta) (Ly-GDI). [Source:Uniprot/SWISSPROT;Acc:P52566]																																					
PHOX2A	401	1	0	0	0	0	0	0	0	0	0	0	Homeobox	"sequence-specific DNA binding,neurotransmitter metabolic process,aging,transcription from RNA polymerase II promoter,regulation of transcription, DNA-dependent,nucleus,transcription factor activity,"	Paired mesoderm homeobox protein 2A (Paired-like homeobox 2A) (Aristaless homeobox protein homolog) (ARIX1 homeodomain protein). [Source:Uniprot/SWISSPROT;Acc:O14813]																																					
ARNT	405	1	0	0	0	0	0	0	0	0	0	0	PAS_3;PAS;HLH	"transcription activator activity,voltage-gated potassium channel complex,potassium ion transport,voltage-gated potassium channel activity,receptor activity,nucleus,transcription factor activity,positive regulation of transcription from RNA polymerase II promoter,positive regulation of transcription,regulation of transcription,transcription regulator activity,signal transduction,regulation of transcription, DNA-dependent,cytoplasm,nucleus,protein binding,aryl hydrocarbon receptor nuclear translocator activity,signal transducer activity,transcription coactivator activity,transcription factor activity,protein import into nucleus, translocation,"	"Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1 beta) (HIF-1 beta). [Source:Uniprot/SWISSPROT;Acc:P27540]"																																					
ARNTL	406	1	0	0	0	0	0	0	0	0	0	0	PAS_3;PAS;HLH	"regulation of transcription,transcription regulator activity,circadian rhythm,signal transduction,regulation of transcription, DNA-dependent,nucleus,signal transducer activity,transcription factor activity,"	Aryl hydrocarbon receptor nuclear translocator-like protein 1 (Brain and muscle ARNT-like 1) (Member of PAS protein 3) (Basic-helix-loop- helix-PAS protein MOP3) (bHLH-PAS protein JAP3). [Source:Uniprot/SWISSPROT;Acc:O00327]																																					
ASCL1	429	1	0	0	0	0	0	0	0	0	0	0	HLH	"regulation of timing of subpallium neuron differentiation,subpallium neuron fate commitment,response to freezing,ice binding,neuron development,neuron fate commitment,regulation of transcription,homoiothermy,transcription regulator activity,glial cell differentiation,neuroblast proliferation,neuroblast fate determination,nervous system development,pattern specification process,Notch signaling pathway,regulation of transcription from RNA polymerase II promoter,regulation of transcription, DNA-dependent,nucleus,protein binding,transcription factor activity,neuron migration,"	Achaete-scute homolog 1 (HASH1). [Source:Uniprot/SWISSPROT;Acc:P50553]																																					
ASCL2	430	1	0	0	0	0	0	0	0	0	0	0	HLH	"regulation of transcription,transcription regulator activity,cell differentiation,peripheral nervous system development,central nervous system development,multicellular organismal development,regulation of transcription, DNA-dependent,nucleus,transcription factor activity,in utero embryonic development,"	Achaete-scute homolog 2 (Mash2) (HASH2). [Source:Uniprot/SWISSPROT;Acc:Q99929]																																					
ASPH	444	0	0	0	0	0	0	0	0	0	1	0	Asp_Arg_Hydrox;Asp-B-Hydro_N	"biological_process,endoplasmic reticulum membrane,calcium ion binding,peptide-aspartate beta-dioxygenase activity,integral to endoplasmic reticulum membrane,peptidyl-amino acid modification,oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,integral to membrane,membrane,electron carrier activity,structural constituent of muscle,muscle contraction,endoplasmic reticulum membrane,endoplasmic reticulum,calcium ion binding,iron ion binding,binding,peptide-aspartate beta-dioxygenase activity,"	Aspartyl/asparaginyl beta-hydroxylase (EC 1.14.11.16) (Aspartate beta- hydroxylase) (ASP beta-hydroxylase) (Peptide-aspartate beta- dioxygenase). [Source:Uniprot/SWISSPROT;Acc:Q12797]																																					
ATF1	466	1	0	0	0	0	0	0	0	0	0	1	pKID;bZIP_2;bZIP_1	"protein dimerization activity,regulation of transcription,sequence-specific DNA binding,regulation of transcription, DNA-dependent,transcription,transcription factor complex,nucleus,protein binding,transcription factor activity,DNA binding,"	Cyclic AMP-dependent transcription factor ATF-1 (Activating transcription factor 1) (TREB36 protein). [Source:Uniprot/SWISSPROT;Acc:P18846]																																					
ATF3	467	1	0	0	0	0	0	0	0	0	0	0	bZIP_2;bZIP_1	"protein dimerization activity,regulation of transcription,sequence-specific DNA binding,regulation of transcription, DNA-dependent,nucleus,transcription corepressor activity,transcription factor activity,DNA binding,"	Cyclic AMP-dependent transcription factor ATF-3 (Activating transcription factor 3). [Source:Uniprot/SWISSPROT;Acc:P18847]																																					
ATF4	468	1	0	0	0	0	0	0	0	0	0	0	bZIP_2;bZIP_1	"GABA receptor binding,positive regulation of transcription from RNA polymerase II promoter,transcription activator activity,protein C-terminus binding,regulation of transcription, DNA-dependent,gluconeogenesis,cytoplasm,nucleus,specific RNA polymerase II transcription factor activity,protein dimerization activity,positive regulation of transcription from RNA polymerase II promoter,regulation of transcription,sequence-specific DNA binding,transcription activator activity,integral to membrane,membrane,G-protein coupled receptor protein signaling pathway,response to stress,amino acid metabolic process,regulation of transcription, DNA-dependent,transcription,gluconeogenesis,cytoplasm,nucleus,dopamine receptor activity,specific RNA polymerase II transcription factor activity,transcription factor activity,DNA binding,"	Cyclic AMP-dependent transcription factor ATF-4 (Activating transcription factor 4) (DNA-binding protein TAXREB67) (Cyclic AMP response element-binding protein 2) (CREB2). [Source:Uniprot/SWISSPROT;Acc:P18848]																																					
ATM	472	0	0	1	0	0	0	0	0	0	0	0	PI3_PI4_kinase;FATC;FAT	"protein N-terminus binding,negative regulation of progression through cell cycle,cytoplasmic vesicle,phosphotransferase activity, alcohol group as acceptor,transferase activity,1-phosphatidylinositol-3-kinase activity,response to ionizing radiation,signal transduction,meiotic recombination,mitotic cell cycle spindle assembly checkpoint,cell cycle,DNA repair,nucleus,protein serine/threonine kinase activity,DNA binding,"	"Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T, mutated). [Source:Uniprot/SWISSPROT;Acc:Q13315]"																																					
ATOH1	474	1	0	0	0	0	0	0	0	0	0	0	HLH	"positive regulation of transcription from RNA polymerase II promoter,regulation of neuron differentiation,positive regulation of auditory receptor cell differentiation,regulation of transcription,auditory receptor cell fate determination,auditory receptor cell fate specification,auditory receptor cell differentiation,inner ear morphogenesis,chromatin DNA binding,transcription regulator activity,brain development,axon guidance,apoptosis,transcription from RNA polymerase II promoter,regulation of transcription, DNA-dependent,nucleus,protein binding,transcription factor activity,DNA binding,neuron migration,"	Protein atonal homolog 1 (Helix-loop-helix protein hATH-1). [Source:Uniprot/SWISSPROT;Acc:Q92858]																																					
